section name,section type,size
.text.quec_ble_write_ibeacon_cfg,text,136
.text.quec_ble_read_ibeacon_cfg,text,88
.text.quec_exec_bt_ibeacon_cfg_cmd,text,436
.text.quec_exec_qtemp_cmd,text,104
.text.at_qsvn_cmd_func,text,156
.text.quectel_exec_adc_cmd,text,144
.rodata.__FUNCTION__.18495,rodata,15
.rodata.__FUNCTION__.18501,rodata,16
.rodata.__FUNCTION__.18505,rodata,21
.rodata.__FUNCTION__.18509,rodata,23
.rodata.__FUNCTION__.18514,rodata,23
.rodata.__FUNCTION__.18518,rodata,21
.rodata.__FUNCTION__.18522,rodata,22
.rodata.__FUNCTION__.18527,rodata,22
.rodata.__FUNCTION__.18532,rodata,18
.rodata.__FUNCTION__.18547,rodata,19
.rodata.__FUNCTION__.18551,rodata,24
.rodata.__FUNCTION__.18564,rodata,20
.rodata.__FUNCTION__.18569,rodata,21
.rodata.__FUNCTION__.18624,rodata,16
.rodata.__FUNCTION__.18660,rodata,16
.rodata.__FUNCTION__.18753,rodata,23
.rodata.__FUNCTION__.18763,rodata,25
.rodata.__FUNCTION__.18776,rodata,22
.rodata.__FUNCTION__.18784,rodata,28
.rodata.__FUNCTION__.18958,rodata,22
.rodata.__FUNCTION__.18969,rodata,26
.rodata.__FUNCTION__.18978,rodata,26
.rodata.__FUNCTION__.18985,rodata,26
.rodata.__FUNCTION__.18993,rodata,27
.rodata.__FUNCTION__.18999,rodata,26
.rodata.__FUNCTION__.19005,rodata,29
.rodata._quec_Powerdown_ex_CB.str1.1,rodata,32
.rodata.atCmdHandleAndV.str1.1,rodata,9
.rodata.atCmdHandleCFUN.str1.1,rodata,31
.rodata.atCmdHandleCGBV.str1.1,rodata,73
.rodata.atCmdHandleCGSN.str1.1,rodata,25
.rodata.atCmdHandleEGMR.str1.1,rodata,338
.rodata.atCmdHandleI.str1.1,rodata,21
.rodata.at_qsvn_cmd_func.str1.1,rodata,28
.rodata.list.18895,rodata,68
.rodata.list.18905,rodata,8
.rodata.mob_model_id,rodata,7
.rodata.mob_sw_qinfrev,rodata,4
.rodata.mob_sw_subrev,rodata,4
.rodata.mob_usb_manufacturer,rodata,8
.rodata.mob_usb_product,rodata,12
.rodata.quec_at_config_init_from_nv.str1.1,rodata,159
.rodata.quec_at_setting_read.str1.1,rodata,39
.rodata.quec_at_setting_save.str1.1,rodata,55
.rodata.quec_ble_read_ibeacon_cfg.str1.1,rodata,28
.rodata.quec_ble_write_ibeacon_cfg.str1.1,rodata,49
.rodata.quec_bt_ble_get_localname.str1.1,rodata,49
.rodata.quec_bt_ble_set_localname.str1.1,rodata,116
.rodata.quec_exec_bt_ble_name_cmd.str1.1,rodata,150
.rodata.quec_exec_bt_ibeacon_cfg_cmd.str1.1,rodata,137
.rodata.quec_exec_cbaud_cmd.str1.1,rodata,125
.rodata.quec_exec_csub_cmd.str1.1,rodata,15
.rodata.quec_exec_cversion_cmd.str1.1,rodata,23
.rodata.quec_exec_ebtaddr_cmd.str1.1,rodata,227
.rodata.quec_exec_qcustnvm_cmd.str1.1,rodata,57
.rodata.quec_exec_qgmr_cmd.str1.1,rodata,8
.rodata.quec_exec_qicf_cmd.str1.1,rodata,65
.rodata.quec_exec_qifc_cmd.str1.1,rodata,65
.rodata.quec_exec_qindcfg_cmd.str1.1,rodata,64
.rodata.quec_exec_qipr_cmd.str1.1,rodata,146
.rodata.quec_exec_qpowd_cmd.str1.1,rodata,158
.rodata.quec_exec_qprod_cmd.str1.1,rodata,24
.rodata.quec_exec_qreset_cmd.str1.1,rodata,49
.rodata.quec_exec_qsclk_cmd.str1.1,rodata,25
.rodata.quec_exec_qsclkex_cmd.str1.1,rodata,50
.rodata.quec_exec_qtemp_cmd.str1.1,rodata,18
.rodata.quec_exec_quartcfg_cmd.str1.1,rodata,59
.rodata.quec_exec_qusbcfg_cmd.str1.1,rodata,101
.rodata.quec_exec_qwsetmac_cmd.str1.1,rodata,132
.rodata.quec_power_down_ex.str1.1,rodata,45
.rodata.quec_qpowd_process_task.str1.1,rodata,103
.rodata.quec_read_qsvn.str1.1,rodata,52
.rodata.quec_uart_setting_read.str1.1,rodata,45
.rodata.quec_uart_setting_save.str1.1,rodata,24
.rodata.quec_usb_setting_read.str1.1,rodata,40
.rodata.quec_usb_setting_save.str1.1,rodata,23
.rodata.quec_wdt_cfg_read.str1.1,rodata,61
.rodata.quec_write_qsvn.str1.1,rodata,72
.rodata.quectel_exec_adc_cmd.str1.1,rodata,26
.rodata.quectel_set_urc_ind_flag.str1.1,rodata,56
.text.quectel_exec_qadccfg_scale_cmd,text,144
.text.quec_exec_qgpior_cmd,text,144
.text.quec_exec_qgpiow_cmd,text,136
.text.quec_exec_qgpios_cmd,text,304
.text.quec_exec_qpins_cmd,text,188
.text.quec_exec_qadccfg_cmd,text,188
.text.quec_exec_qledcfg_cmd,text,428
.text.quec_exec_qledstat_cmd,text,340
.rodata.CSWTCH.27,rodata,4
.rodata.quec_exec_qgpior_cmd.str1.1,rodata,26
.rodata.quec_exec_qgpios_cmd.str1.1,rodata,59
.rodata.quec_exec_qgpiow_cmd.str1.1,rodata,23
.rodata.quec_exec_qledcfg_cmd.str1.1,rodata,122
.rodata.quec_exec_qledstat_cmd.str1.1,rodata,72
.rodata.quec_exec_qpins_cmd.str1.1,rodata,33
.rodata.quectel_exec_qadccfg_scale_cmd.str1.1,rodata,21
.text.qnwinfo_RspCB,text,536
.text.quec_get_qrftest_labels_check,text,44
.text.quec_gdcnt_autosave_callback,text,10
.text.quec_cellinfo_process,text,24
.text.quec_exec_qnwinfo_cmd,text,396
.text.quec_audio_get_call_status,text,104
.text.quec_qeng_get_currrent_state,text,60
.text.quec_emod_qeng_process_gsm_data,text,744
.text.qeng_RspCB,text,1180
.text.quec_exec_qeng_cmd,text,448
.text.quec_exec_qcsq_cmd,text,584
.text.quec_exec_qlts_cmd,text,300
.text.quec_reset_dataCount,text,144
.text.quec_save_dataCount,text,176
.text.quec_exec_qgdcnt_cmd,text,208
.text.quec_qgdcnt_auto_timer_start,text,56
.text.quec_exec_qaugdcnt_cmd,text,168
.text.quec_qcellinfo_send,text,732
.text.quec_qcellinfo_update,text,112
.text.quec_cellinfo_autofresh_init,text,88
.text.quec_cellinfo_autofresh_deinit,text,48
.text.quec_exec_qcellinfo_cmd,text,336
.text.quec_exec_qdftpdn_cmd,text,740
.text.quec_deal_nw_gprs_status_ind,text,1420
.text.quec_deal_nw_signal_quality_ind,text,388
.text.quec_deal_ratchg_ind,text,284
.text.quec_deal_qcsq_ind,text,516
.text.quec_exec_qrftestmode_cmd,text,228
.text.quec_exec_qrxftm_cmd,text,532
.text.quec_exec_qrftest_cmd,text,544
.rodata.__FUNCTION__.16161,rodata,31
.rodata.__FUNCTION__.16173,rodata,14
.rodata.__FUNCTION__.16185,rodata,22
.rodata.__FUNCTION__.16193,rodata,57
.rodata.__FUNCTION__.16207,rodata,32
.rodata.__FUNCTION__.16223,rodata,27
.rodata.__FUNCTION__.16231,rodata,11
.rodata.__FUNCTION__.16252,rodata,19
.rodata.__FUNCTION__.16266,rodata,48
.rodata.__FUNCTION__.16278,rodata,19
.rodata.__FUNCTION__.16284,rodata,21
.rodata.__FUNCTION__.16291,rodata,20
.rodata.__FUNCTION__.16405,rodata,29
.rodata.__FUNCTION__.16428,rodata,32
.rodata.__FUNCTION__.16439,rodata,21
.rodata.__FUNCTION__.16451,rodata,19
.rodata.qeng_RspCB.str1.1,rodata,634
.rodata.qnwinfo_RspCB.str1.1,rodata,292
.rodata.quec_audio_get_call_status.str1.1,rodata,41
.rodata.quec_cellinfo_autofresh_init.str1.1,rodata,16
.rodata.quec_deal_nw_gprs_status_ind.str1.1,rodata,1218
.rodata.quec_deal_nw_signal_quality_ind.str1.1,rodata,218
.rodata.quec_deal_qcsq_ind.str1.1,rodata,54
.rodata.quec_deal_ratchg_ind.str1.1,rodata,159
.rodata.quec_emod_qeng_process_gsm_data.str1.1,rodata,335
.rodata.quec_exec_qaugdcnt_cmd.str1.1,rodata,39
.rodata.quec_exec_qcellinfo_cmd.str1.1,rodata,46
.rodata.quec_exec_qcsq_cmd.str1.1,rodata,403
.rodata.quec_exec_qdftpdn_cmd.str1.1,rodata,97
.rodata.quec_exec_qeng_cmd.str1.1,rodata,248
.rodata.quec_exec_qgdcnt_cmd.str1.1,rodata,34
.rodata.quec_exec_qlts_cmd.str1.1,rodata,105
.rodata.quec_exec_qnwinfo_cmd.str1.1,rodata,154
.rodata.quec_exec_qrftest_cmd.str1.1,rodata,68
.rodata.quec_exec_qrftestmode_cmd.str1.1,rodata,37
.rodata.quec_exec_qrxftm_cmd.str1.1,rodata,96
.rodata.quec_qcellinfo_send.str1.1,rodata,103
.rodata.quec_qeng_get_currrent_state.str1.1,rodata,14
.rodata.quec_reset_dataCount.str1.1,rodata,37
.rodata.quec_save_dataCount.str1.1,rodata,43
.text.quectel_exec_qcfg_usbnet_cmd,text,232
.text.quectel_exec_qcfg_nat_cid_cmd,text,228
.text.quectel_exec_qcfg_fota_cid_cmd,text,240
.text.quectel_exec_qcfg_fota_http_timeout_cmd,text,240
.text.quectel_exec_qcfg_pdp_kalive_ip_cmd,text,408
.text.quectel_exec_qcfg_ledmode_cmd,text,156
.text.quec_band_setCommRsp,text,172
.text.nwscanmodeSetCommRsp,text,168
.text.quectel_exec_qcfg_nwscanmode_cmd,text,416
.text._gpioint_airplanectrl.part.0,text,26
.text._gpioint_airplanectrl,text,92
.text.quectel_exec_qcfg_band_cmd,text,1420
.text.quec_band_setCommEnableRsp,text,68
.text.nwscanmodeSetCommEnableRsp,text,68
.text.quec_airplanectrl_enable,text,60
.text.quectel_exec_airplanecontrol_cmd,text,148
.text.quec_airplanectrl_read,text,76
.text.quec_exec_qcfg_cmd,text,188
.rodata.__FUNCTION__.16517,rodata,27
.rodata.__FUNCTION__.16524,rodata,47
.rodata.__FUNCTION__.16531,rodata,27
.rodata.__FUNCTION__.16538,rodata,21
.rodata.__FUNCTION__.16551,rodata,33
.rodata.__FUNCTION__.16578,rodata,26
.rodata.__FUNCTION__.16605,rodata,27
.rodata.__FUNCTION__.16624,rodata,22
.rodata.__FUNCTION__.16632,rodata,23
.rodata.__FUNCTION__.16706,rodata,29
.rodata.__FUNCTION__.16716,rodata,30
.rodata.__FUNCTION__.18481,rodata,31
.rodata.__FUNCTION__.18499,rodata,40
.rodata.__FUNCTION__.18568,rodata,36
.rodata._gpioint_airplanectrl.str1.1,rodata,38
.rodata.nwscanmodeSetCommEnableRsp.str1.1,rodata,43
.rodata.nwscanmodeSetCommRsp.str1.1,rodata,77
.rodata.quec_airplanectrl_read.str1.1,rodata,44
.rodata.quec_band_setCommEnableRsp.str1.1,rodata,36
.rodata.quec_band_setCommRsp.str1.1,rodata,60
.rodata.quectel_band_tbl_lte,rodata,144
.rodata.quectel_exec_airplanecontrol_cmd.str1.1,rodata,50
.rodata.quectel_exec_qcfg_band_cmd.str1.1,rodata,534
.rodata.quectel_exec_qcfg_fota_cid_cmd.str1.1,rodata,51
.rodata.quectel_exec_qcfg_fota_http_timeout_cmd.str1.1,rodata,45
.rodata.quectel_exec_qcfg_ledmode_cmd.str1.1,rodata,20
.rodata.quectel_exec_qcfg_nat_cid_cmd.str1.1,rodata,111
.rodata.quectel_exec_qcfg_nwscanmode_cmd.str1.1,rodata,152
.rodata.quectel_exec_qcfg_pdp_kalive_ip_cmd.str1.1,rodata,56
.rodata.quectel_exec_qcfg_usbnet_cmd.str1.1,rodata,83
.text.quectel_exec_qdbgcfg_tracecfg_cmd,text,224
.text.quectel_exec_qdbgcfg_dumpcfg_cmd,text,200
.text.quectel_exec_qdbgcfg_memory_cmd,text,108
.text.quectel_exec_qdbgcfg_flash_cmd,text,252
.text.quectel_exec_qdbgcfg_qlogcfg_cmd,text,152
.text.quectel_exec_qdbgcfg_usbnet_cmd,text,100
.text.quectel_exec_qdbgcfg_flashpartition_cmd,text,144
.text.quectel_exec_qdbgcfg_oem_cmd,text,84
.text.quec_exec_qdbgcfg_cmd,text,180
.rodata.quectel_exec_qdbgcfg_dumpcfg_cmd.str1.1,rodata,23
.rodata.quectel_exec_qdbgcfg_flash_cmd.str1.1,rodata,29
.rodata.quectel_exec_qdbgcfg_flashpartition_cmd.str1.1,rodata,123
.rodata.quectel_exec_qdbgcfg_memory_cmd.str1.1,rodata,38
.rodata.quectel_exec_qdbgcfg_oem_cmd.str1.1,rodata,48
.rodata.quectel_exec_qdbgcfg_qlogcfg_cmd.str1.1,rodata,25
.rodata.quectel_exec_qdbgcfg_tracecfg_cmd.str1.1,rodata,20
.rodata.quectel_exec_qdbgcfg_usbnet_cmd.str1.1,rodata,44
.text.fota_http_event_cb,text,384
.text.quec_fota_errcode_convert,text,424
.text.quec_fota_download_urc_report,text,440
.text.fota_http_write_response_cb,text,92
.text.quec_fota_feed_result_urc_report,text,288
.text.quec_fota_fupl_mode_urc_report_process,text,124
.text.quec_fota_http_connect,text,124
.text.quec_fota_http_wait_get_opt,text,124
.text.quec_fota_http_disconnect,text,56
.text.quec_fota_http_destroy,text,56
.text.quec_fota_http_partial_control_cfg,text,248
.text.quec_fota_http_partial_control_get_opt,text,248
.text.quec_fota_file_path_analysis,text,108
.text.quec_fota_file_judge,text,220
.text.quec_fota_convert_atResp,text,72
.text.quec_fota_net_cli_cfg,text,668
.text.fota_stricmpl,text,74
.text.fota_path_name_judge_path_type,text,208
.text.quec_fote_file_path_set,text,136
.text.quec_fota_feed_factor_init,text,288
.text.quec_fota_feed_process_task,text,472
.text.quec_fota_feed_init,text,132
.text.quec_exec_qfotadl_cmd,text,840
.text.qcfg_fota_cate_get,text,40
.text.at_fota_config_get_opt,text,72
.text.at_fota_config_set_opt,text,112
.rodata.__FUNCTION__.17549,rodata,26
.rodata.__FUNCTION__.17557,rodata,30
.rodata.__FUNCTION__.17565,rodata,33
.rodata.__FUNCTION__.17579,rodata,19
.rodata.__FUNCTION__.17597,rodata,28
.rodata.__FUNCTION__.17602,rodata,23
.rodata.__FUNCTION__.17607,rodata,28
.rodata.__FUNCTION__.17611,rodata,26
.rodata.__FUNCTION__.17615,rodata,23
.rodata.__FUNCTION__.17622,rodata,35
.rodata.__FUNCTION__.17629,rodata,39
.rodata.__FUNCTION__.17645,rodata,29
.rodata.__FUNCTION__.17654,rodata,21
.rodata.__FUNCTION__.17664,rodata,25
.rodata.__FUNCTION__.17674,rodata,22
.rodata.__FUNCTION__.17692,rodata,31
.rodata.__FUNCTION__.17697,rodata,24
.rodata.__FUNCTION__.17702,rodata,27
.rodata.__FUNCTION__.17712,rodata,28
.rodata.__FUNCTION__.17716,rodata,20
.rodata.__FUNCTION__.17729,rodata,22
.rodata.__FUNCTION__.17743,rodata,23
.rodata.__FUNCTION__.17751,rodata,23
.rodata.at_fota_config_get_opt.str1.1,rodata,36
.rodata.at_fota_config_set_opt.str1.1,rodata,70
.rodata.fota_http_event_cb.str1.1,rodata,342
.rodata.fota_http_write_response_cb.str1.1,rodata,117
.rodata.fota_path_name_judge_path_type.str1.1,rodata,101
.rodata.qcfg_fota_cate_get.str1.1,rodata,20
.rodata.quec_exec_qfotadl_cmd.str1.1,rodata,371
.rodata.quec_fota_convert_atResp.str1.1,rodata,31
.rodata.quec_fota_download_urc_report.str1.1,rodata,301
.rodata.quec_fota_errcode_convert.str1.1,rodata,36
.rodata.quec_fota_feed_factor_init.str1.1,rodata,202
.rodata.quec_fota_feed_init.str1.1,rodata,82
.rodata.quec_fota_feed_process_task.str1.1,rodata,222
.rodata.quec_fota_feed_result_urc_report.str1.1,rodata,174
.rodata.quec_fota_file_judge.str1.1,rodata,175
.rodata.quec_fota_file_path_analysis.str1.1,rodata,65
.rodata.quec_fota_fupl_mode_urc_report_process.str1.1,rodata,23
.rodata.quec_fota_http_connect.str1.1,rodata,76
.rodata.quec_fota_http_destroy.str1.1,rodata,34
.rodata.quec_fota_http_disconnect.str1.1,rodata,36
.rodata.quec_fota_http_partial_control_cfg.str1.1,rodata,61
.rodata.quec_fota_http_partial_control_get_opt.str1.1,rodata,246
.rodata.quec_fota_http_wait_get_opt.str1.1,rodata,78
.rodata.quec_fota_net_cli_cfg.str1.1,rodata,668
.rodata.quec_fote_file_path_set.str1.1,rodata,124
.text.atCmdHandleCCID,text,164
.text.quectel_exec_qsimwritecnt_cmd,text,72
.text.quectel_exec_qinistat_cmd,text,96
.text.quectel_exec_qsimdet_cmd,text,272
.text.quectel_exec_qsimstat_cmd,text,168
.text.quec_exec_qpinc_cmd,text,308
.rodata.__FUNCTION__.13743,rodata,16
.rodata.atCmdHandleCCID.str1.1,rodata,23
.rodata.quec_exec_qpinc_cmd.str1.1,rodata,70
.rodata.quectel_exec_qinistat_cmd.str1.1,rodata,31
.rodata.quectel_exec_qsimdet_cmd.str1.1,rodata,38
.rodata.quectel_exec_qsimstat_cmd.str1.1,rodata,34
.rodata.quectel_exec_qsimwritecnt_cmd.str1.1,rodata,19
.text.ql_data_engine_tx_proc,text,122
.text.ql_data_engine_task,text,588
.text.quec_data_engine_start,text,56
.text.quec_data_engine_notify,text,132
.rodata.__FUNCTION__.14111,rodata,23
.rodata.__FUNCTION__.14146,rodata,20
.rodata.__FUNCTION__.14183,rodata,24
.rodata.ql_data_engine_task.str1.1,rodata,114
.rodata.quec_data_engine_notify.str1.1,rodata,64
.rodata.quec_data_engine_start.str1.1,rodata,8
.text.quec_msg_handle_thread,text,168
.text.quec_msg_handle_sendevent,text,36
.text.quec_get_msg_process_threadId,text,12
.text.quec_msg_process_init,text,48
.rodata.__FUNCTION__.15068,rodata,23
.rodata.quec_msg_handle_thread.str1.1,rodata,87
.rodata.quec_msg_process_init.str1.1,rodata,12
.text.quec_nc_kalive_send_process_task,text,748
.text.quec_nc_net_cb,text,68
.text.quec_nc_kalive_stop_send_process_task.isra.1,text,136
.text.quec_nc_keepalive_process_task,text,272
.text.quec_set_nc_kalive,text,92
.text.quec_nc_kalive_ip_is_ip46_address,text,104
.text.qcfg_ip_cate_get,text,24
.text.at_ip_config_get_opt,text,44
.text.at_pdp_kalive_ip_config_set_opt,text,96
.text.quec_nc_connection_keepalive_init,text,200
.rodata.__FUNCTION__.14507,rodata,15
.rodata.__FUNCTION__.14555,rodata,33
.rodata.__FUNCTION__.14570,rodata,31
.rodata.__FUNCTION__.14581,rodata,34
.rodata.qcfg_ip_cate_get.str1.1,rodata,11
.rodata.quec_nc_connection_keepalive_init.str1.1,rodata,66
.rodata.quec_nc_kalive_ip_is_ip46_address.str1.1,rodata,12
.rodata.quec_nc_kalive_send_process_task.str1.1,rodata,270
.rodata.quec_nc_kalive_stop_send_process_task.isra.1.str1.1,rodata,115
.rodata.quec_nc_keepalive_process_task.str1.1,rodata,176
.rodata.quec_nc_net_cb.str1.1,rodata,20
.text.AudEventCb,text,36
.text.IsAudioInCallMode,text,16
.text.ql_player_lock,text,12
.text.ql_record_lock,text,12
.text.ql_player_unlock,text,12
.text.ql_record_unlock,text,12
.text.PipeReadCallback,text,60
.text.AudPlayEventCb,text,36
.text.player_deinit,text,96
.text.recorder_deinit,text,72
.text.set_play_event_callback.constprop.11,text,64
.text.set_recorder_event_callback.constprop.14,text,56
.text.ql_set_record_packet_size,text,28
.text.ql_aud_pa_init,text,24
.text.ql_aud_set_volume,text,92
.text.ql_aud_get_volume,text,88
.text.ql_aud_set_output_type,text,20
.text.ql_aud_set_input_type,text,20
.text.ql_aud_get_output_type,text,4
.text.ql_aud_get_input_type,text,4
.text.ql_get_file_format,text,56
.text.ql_get_audio_state,text,12
.text.ql_aud_play_stream_start,text,360
.text.ql_aud_player_pause,text,80
.text.ql_aud_player_resume,text,80
.text.ql_aud_player_stop,text,76
.text.ql_aud_get_play_state,text,16
.text.ql_aud_play_file_start,text,356
.text.ql_aud_wait_play_finish,text,92
.text.ql_set_record_samplerate,text,20
.text.ql_aud_get_record_state,text,16
.text.RecordPipeRead.constprop.12,text,200
.text.audio_task_thread,text,44
.text.ql_aud_recorder_pause,text,80
.text.ql_aud_recorder_resume,text,80
.text.ql_aud_record_stop,text,120
.text.AudCallOnEventCB,text,196
.text.AudLocalOnEventCB,text,360
.text.RecordEventCallback,text,56
.text.ql_aud_record_file_start,text,496
.text.ql_aud_record_stream_start_ex,text,404
.text.ql_aud_record_stream_start,text,8
.text.ql_aud_pcm_open,text,468
.text.ql_aud_data_done,text,16
.text.ql_pcm_read,text,128
.text.ql_pcm_close,text,136
.text.ql_pcm_write,text,308
.text.ql_audio_init,text,308
.text.ql_set_audio_path_speaker,text,68
.text.ql_set_audio_path_earphone,text,68
.text.ql_set_audio_path_receiver,text,68
.text.ql_set_volume,text,52
.text.ql_get_volume,text,6
.text.ql_play_file_start,text,8
.text.ql_play_file_stop,text,4
.text.ql_play_mp3_stream_start,text,24
.text.ql_amr_stream_write,text,24
.text.ql_amr_stream_close,text,4
.text.ql_amr_file_start,text,40
.text.ql_amr_file_pause,text,10
.text.ql_amr_file_end,text,4
.text.ql_pcm_open,text,10
.text.ql_aud_codec_clk_enable,text,8
.text.ql_aud_codec_clk_enable_ex,text,8
.text.ql_aud_codec_clk_disable,text,6
.text.ql_aud_codec_write_nv,text,24
.text.ql_aud_codec_read_nv,text,24
.rodata.AudCallOnEventCB.str1.1,rodata,72
.rodata.AudLocalOnEventCB.str1.1,rodata,154
.rodata.RecordEventCallback.str1.1,rodata,47
.rodata.RecordPipeRead.constprop.12.str1.1,rodata,90
.rodata.__FUNCTION__.55270,rodata,18
.rodata.__FUNCTION__.55276,rodata,17
.rodata.__FUNCTION__.55284,rodata,15
.rodata.__FUNCTION__.55298,rodata,20
.rodata.__FUNCTION__.55308,rodata,14
.rodata.__FUNCTION__.55364,rodata,18
.rodata.__FUNCTION__.55387,rodata,19
.rodata.__FUNCTION__.55400,rodata,23
.rodata.__FUNCTION__.55413,rodata,25
.rodata.__FUNCTION__.55419,rodata,20
.rodata.__FUNCTION__.55424,rodata,21
.rodata.__FUNCTION__.55442,rodata,24
.rodata.__FUNCTION__.55457,rodata,22
.rodata.__FUNCTION__.55462,rodata,23
.rodata.__FUNCTION__.55467,rodata,19
.rodata.__FUNCTION__.55479,rodata,25
.rodata.__FUNCTION__.55491,rodata,30
.rodata.__FUNCTION__.55505,rodata,16
.rodata.__FUNCTION__.55518,rodata,13
.rodata.__FUNCTION__.55534,rodata,12
.rodata.__FUNCTION__.55541,rodata,13
.rodata.__FUNCTION__.55556,rodata,14
.rodata.__FUNCTION__.55561,rodata,26
.rodata.__FUNCTION__.55566,rodata,27
.rodata.__FUNCTION__.55571,rodata,27
.rodata.__FUNCTION__.55575,rodata,14
.rodata.player_deinit.str1.1,rodata,36
.rodata.ql_aud_pcm_open.str1.1,rodata,31
.rodata.ql_aud_play_file_start.str1.1,rodata,194
.rodata.ql_aud_play_stream_start.str1.1,rodata,155
.rodata.ql_aud_player_pause.str1.1,rodata,39
.rodata.ql_aud_record_file_start.str1.1,rodata,326
.rodata.ql_aud_record_stop.str1.1,rodata,39
.rodata.ql_aud_recorder_pause.str1.1,rodata,41
.rodata.ql_aud_set_pa_type.str1.1,rodata,56
.rodata.ql_aud_wait_play_finish.str1.1,rodata,41
.rodata.ql_audio_init.str1.1,rodata,152
.rodata.ql_get_file_format.str1.1,rodata,37
.rodata.ql_pcm_close.str1.1,rodata,102
.rodata.ql_pcm_write.str1.1,rodata,80
.rodata.ql_set_audio_path_earphone.str1.1,rodata,93
.rodata.ql_set_audio_path_receiver.str1.1,rodata,49
.rodata.ql_set_audio_path_speaker.str1.1,rodata,96
.rodata.ql_set_volume.str1.1,rodata,34
.text.quec_camSetBufopt,text,156
.text.quec_camBf30a2CheckId,text,292
.text.quec_camGc0310CheckId,text,296
.text.quec_camGc032aCheckId,text,296
.text.quec_Cam_Init,text,192
.rodata.__FUNCTION__.47432,rodata,18
.rodata.__FUNCTION__.47452,rodata,22
.rodata.__FUNCTION__.47464,rodata,22
.rodata.__FUNCTION__.47476,rodata,22
.rodata.quec_camBf30a2CheckId.str1.1,rodata,98
.rodata.quec_camGc0310CheckId.str1.1,rodata,38
.rodata.quec_camGc032aCheckId.str1.1,rodata,38
.rodata.quec_camSetBufopt.str1.1,rodata,85
.text.quec_pin_cfg_init,text,140
.text.quec_led_cfg_tbl_initialize,text,556
