Setting Name,Uiorder,MVNO Type,MVNO Value,MCC,MNC,Account Type,APN,Access Type,Access Option,Proxy Server IP,Port,User Name,Password,First DNS,Second DNS,Home Page,Auth Type,Reserved,Visible,Roaming,roaming_protocol
MTS MMS,5,,,250,1,1,mms.mts.ru,1,0,192.168.192.192,8080,mts,mts,0.0.0.0,0.0.0.0,http://mmsc,1,0,TRUE,FALSE,0
MegaFon Internet,5,,,250,2,0,internet,1,0,,,gdata,gdata,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
MegaFon Internet,5,,,250,2,7,internet,1,0,,,gdata,gdata,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
MegaFon MMS,5,,,250,2,1,mms,1,0,10.10.10.10,8080,mms,mms,0.0.0.0,0.0.0.0,http://mmsc:8002,1,0,TRUE,FALSE,0
internet,5,,,250,7,0,internet.smarts.ru,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
internet,5,,,250,7,7,internet.smarts.ru,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
mms,5,,,250,7,1,mms.smarts.ru,1,0,172.24.121.5,8080,n@k,nok,0.0.0.0,0.0.0.0,http://mmsc:8002,1,0,TRUE,FALSE,0
YOTA Internet,5,,,250,11,0,internet.yota,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
YOTA Internet,5,,,250,11,7,internet.yota,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
YOTA MMS,5,,,250,11,1,mms.yota,1,0,10.10.10.10,8080,,,0.0.0.0,0.0.0.0,http://mmsc:8002,1,0,TRUE,FALSE,0
Tele2 Internet,5,,,250,20,0,internet.tele2.ru,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Tele2 Internet,5,,,250,20,7,internet.tele2.ru,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Tele2 MMS,5,,,250,20,1,mms.tele2.ru,1,0,193.12.40.65,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.ru,1,0,TRUE,FALSE,0
Beeline Internet,5,,,250,99,0,internet.beeline.ru,1,0,,,beeline,beeline,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Beeline Internet,5,,,250,99,7,internet.beeline.ru,1,0,,,beeline,beeline,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Beeline MMS,5,,,250,99,1,mms.beeline.ru,1,0,192.168.94.23,8080,beeline,beeline,0.0.0.0,0.0.0.0,http://mms,1,0,TRUE,FALSE,0
Vodafone MMS,5,,,255,1,1,mms,1,0,192.168.10.10,8080,,,0.0.0.0,0.0.0.0,http://mmsc:8002/,0,0,TRUE,FALSE,0
Vodafone-internet,5,,,255,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone-internet,5,,,255,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
INTERNET GPRS AB,5,,,255,2,0,www.ab.kyivstar.net,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
INTERNET GPRS AB,5,,,255,2,7,www.ab.kyivstar.net,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Kyivstar MMS,5,,,255,2,1,mms.kyivstar.net,1,0,10.10.10.10,8080,mms,mms,0.0.0.0,0.0.0.0,http://mms.kyivstar.net,0,0,TRUE,FALSE,0
Kyivstar MMS,5,,,255,3,1,mms.kyivstar.net,1,0,10.10.10.10,8080,mms,mms,0.0.0.0,0.0.0.0,http://mms.kyivstar.net,1,0,TRUE,FALSE,0
INTERNET GPRS KS,5,,,255,3,0,www.kyivstar.net,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
INTERNET GPRS KS,5,,,255,3,7,www.kyivstar.net,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Kyivstar Djuice MMS,5,spn,DJUICE,255,3,1,mms.djuice.com.ua,1,0,10.10.10.10,8080,djuice,mms,0.0.0.0,0.0.0.0,http://mms.kyivstar.net,1,0,TRUE,FALSE,0
Kyivstar Djuice Internet,5,spn,DJUICE,255,3,0,www.djuice.com.ua,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Kyivstar Djuice Internet,5,spn,DJUICE,255,3,7,www.djuice.com.ua,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
lifecell internet,5,,,255,6,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
lifecell internet,5,,,255,6,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
lifecell MMS,5,,,255,6,1,mms,1,0,10.10.10.10,8080,,,0.0.0.0,0.0.0.0,http://mms.life,0,0,TRUE,FALSE,0
TriMob Internet,5,,,255,7,0,3g.utel.ua,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TriMob Internet,5,,,255,7,7,3g.utel.ua,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TriMob MMS,5,,,255,7,1,3g.utel.ua,1,0,10.212.3.148,8080,,,0.0.0.0,0.0.0.0,http://10.212.1.4/mms/wapenc,0,0,TRUE,FALSE,0
Internet Velcom,5,,,257,1,0,vmi.velcom.by,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Internet Velcom,5,,,257,1,7,vmi.velcom.by,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Velcom MMS,5,,,257,1,1,mms.velcom.by,1,0,10.200.15.15,8080,,,0.0.0.0,0.0.0.0,http://mmsc,1,0,TRUE,FALSE,0
MTS Internet,5,,,257,2,0,mts,1,0,,,mts,mts,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
MTS Internet,5,,,257,2,7,mts,1,0,,,mts,mts,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
MTS MMS,5,,,257,2,1,mts,1,0,192.168.192.168,8080,mts,mts,0.0.0.0,0.0.0.0,http://mmsc,1,0,TRUE,FALSE,0
life:) Internet,5,,,257,4,0,internet.life.com.by,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
life:) Internet,5,,,257,4,7,internet.life.com.by,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
life:) MMS,5,,,257,4,1,mms.life.com.by,1,0,10.10.10.20,8080,,,0.0.0.0,0.0.0.0,http://mms.life.com.by/mmsc/,1,0,TRUE,FALSE,0
Orange_Internet,5,,,259,1,0,wap.orange.md,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Orange_Internet,5,,,259,1,7,wap.orange.md,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Orange_MMS,5,,,259,1,1,mms.orange.md,1,0,192.168.127.125,3128,,,0.0.0.0,0.0.0.0,http://mms/mms,0,0,TRUE,FALSE,0
Moldcell Internet,5,,,259,2,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Moldcell Internet,5,,,259,2,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Moldcell MMS,5,,,259,2,1,mms,1,0,10.0.10.10,9401,,,0.0.0.0,0.0.0.0,http://mms.moldcell.md/cmmsc/post,0,0,TRUE,FALSE,0
Unite Internet PrePay,5,,,259,5,0,internet3g.unite.md,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Unite Internet PrePay,5,,,259,5,7,internet3g.unite.md,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Unite Internet PostPay,5,,,259,5,0,internet.unite.md,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Unite Internet PostPay,5,,,259,5,7,internet.unite.md,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Unite MMS,5,,,259,5,1,mms.unite.md,1,0,10.32.15.164,8080,,,0.0.0.0,0.0.0.0,http://10.32.15.68:38090/was,0,0,TRUE,FALSE,0
Plus Internet,5,,,260,1,0,plus,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Plus Internet,5,,,260,1,7,plus,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Plus MMS,5,,,260,1,1,mms,1,0,212.2.96.16,8080,,,0.0.0.0,0.0.0.0,http://mms.plusgsm.pl:8002,0,0,TRUE,FALSE,0
Internet ,5,,,260,2,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
Internet ,5,,,260,2,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
Orange Internet,5,,,260,3,0,Internet,1,1,,,internet,internet,0.0.0.0,0.0.0.0,,3,0,TRUE,FALSE,0
Orange Internet,5,,,260,3,7,Internet,1,1,,,internet,internet,0.0.0.0,0.0.0.0,,3,0,TRUE,FALSE,0
Orange MMS,5,,,260,3,1,mms,1,0,192.168.6.104,8080,mms,mms,0.0.0.0,0.0.0.0,http://mms.orange.pl,1,0,TRUE,FALSE,0
Play Internet,5,,,260,6,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Play Internet,5,,,260,6,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Play MMS,5,,,260,6,1,mms,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.play.pl/mms/wapenc,0,2,TRUE,FALSE,2
Truphone,5,,,260,33,0,truphone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Truphone,5,,,260,33,7,truphone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
VF DE Event,5,,,262,2,1,event.vodafone.de,1,1,139.7.29.17,80,,,0.0.0.0,0.0.0.0,http://139.7.24.1/servlets/mms,0,0,TRUE,FALSE,0
VF DE Web,5,,,262,2,0,web.vodafone.de,1,1,,,,,0.0.0.0,0.0.0.0,,3,0,TRUE,FALSE,0
VF DE Web,5,,,262,2,7,web.vodafone.de,1,1,,,,,0.0.0.0,0.0.0.0,,3,0,TRUE,FALSE,0
VF DE Web,5,,,262,2,8,web.vodafone.de,1,1,,,,,0.0.0.0,0.0.0.0,,3,0,TRUE,FALSE,0
o2 Internet Prepaid,5,imsi,2620749,262,7,0,pinternet.interkom.de,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
o2 Internet Prepaid,5,imsi,2620749,262,7,7,pinternet.interkom.de,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
o2 Internet Prepaid,5,imsi,2620749,262,7,1,pinternet.interkom.de,1,0,82.113.100.6,8080,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Alice,5,spn,Alice,262,7,0,internet.partner1,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Alice,5,spn,Alice,262,7,7,internet.partner1,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Alice,5,spn,Alice,262,7,1,internet.partner1,1,0,82.113.100.41,8080,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Fonic Prepaid,5,imsi,26207515,262,7,0,pinternet.interkom.de,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Fonic Prepaid,5,imsi,26207515,262,7,7,pinternet.interkom.de,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Fonic Prepaid,5,imsi,26207515,262,7,1,pinternet.interkom.de,1,0,82.113.100.6,8080,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Lidl Mobile,5,imsi,26207520,262,7,0,pinternet.interkom.de,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Lidl Mobile,5,imsi,26207520,262,7,7,pinternet.interkom.de,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Lidl Mobile,5,imsi,26207520,262,7,1,pinternet.interkom.de,1,0,82.113.100.6,8080,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Tchibo Internet,5,imsi,26207500,262,7,0,webmobil1,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Tchibo Internet,5,imsi,26207500,262,7,7,webmobil1,1,0,,,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Tchibo Internet,5,imsi,26207500,262,7,1,webmobil1,1,0,82.113.100.8,8080,,,0.0.0.0,0.0.0.0,http://10.81.0.7:8002,0,0,TRUE,FALSE,0
Truphone,5,,,262,42,0,truphone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Truphone,5,,,262,42,7,truphone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone Net2,5,,,268,1,0,net2.vodafone.pt,1,1,,,vodafone,vodafone,0.0.0.0,0.0.0.0,http://mms.vodafone.pt/servlets/mms,1,2,TRUE,FALSE,0
Vodafone Net2,5,,,268,1,7,net2.vodafone.pt,1,1,,,vodafone,vodafone,0.0.0.0,0.0.0.0,http://mms.vodafone.pt/servlets/mms,1,2,TRUE,FALSE,0
Vodafone Net2,5,,,268,1,1,net2.vodafone.pt,1,1,iproxy.vodafone.pt,80,vodafone,vodafone,0.0.0.0,0.0.0.0,http://mms.vodafone.pt/servlets/mms,1,2,TRUE,FALSE,0
Vodafone Net2,5,,,268,1,8,net2.vodafone.pt,1,1,,,vodafone,vodafone,0.0.0.0,0.0.0.0,http://mms.vodafone.pt/servlets/mms,1,2,TRUE,FALSE,0
Internet,5,,,268,3,0,umts,1,1,,,,,0.0.0.0,0.0.0.0,http://mmsc:10021/mmsc,0,0,TRUE,FALSE,0
Internet,5,,,268,3,7,umts,1,1,,,,,0.0.0.0,0.0.0.0,http://mmsc:10021/mmsc,0,0,TRUE,FALSE,0
Internet,5,,,268,3,1,umts,1,1,62.169.66.5,8799,,,0.0.0.0,0.0.0.0,http://mmsc:10021/mmsc,0,0,TRUE,FALSE,0
internet,5,,,268,6,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
internet,5,,,268,6,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS,5,,,268,6,1,mmsc.tmn.pt,1,0,10.111.2.16,8080,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
POST MMS,5,,,270,1,1,mms.pt.lu,1,0,194.154.192.88,8080,mms,mms,0.0.0.0,0.0.0.0,http://mmsc.pt.lu,1,0,TRUE,FALSE,0
POST Internet,5,,,270,1,0,web.pt.lu,1,0,,,web,web,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
POST Internet,5,,,270,1,7,web.pt.lu,1,0,,,web,web,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Tango WAP,5,,,270,77,0,internet,1,0,130.244.196.90,8080,tango,tango,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tango WAP,5,,,270,77,7,internet,1,0,130.244.196.90,8080,tango,tango,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tango MMS,5,,,270,77,1,mms,1,0,212.66.75.3,8080,tango,tango,0.0.0.0,0.0.0.0,http://mms.tango.lu,0,0,TRUE,FALSE,0
Orange,5,,,270,99,0,orange.lu,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.orange.lu,0,0,TRUE,FALSE,0
Orange,5,,,270,99,7,orange.lu,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.orange.lu,0,0,TRUE,FALSE,0
Orange,5,,,270,99,1,orange.lu,1,0,212.88.139.44,8080,,,0.0.0.0,0.0.0.0,http://mms.orange.lu,0,0,TRUE,FALSE,0
Vodafone MMS,5,,,272,1,1,mms.vodafone.net,1,0,10.24.59.200,80,,,0.0.0.0,0.0.0.0,http://www.vodafone.ie/mms,0,0,TRUE,FALSE,0
3,5,,,272,2,0,internet,1,0,62.40.32.40,8080,,,0.0.0.0,0.0.0.0,http://mmsc.mms.o2.ie:8002,0,0,TRUE,TRUE,0
3,5,,,272,2,7,internet,1,0,62.40.32.40,8080,,,0.0.0.0,0.0.0.0,http://mmsc.mms.o2.ie:8002,0,0,TRUE,TRUE,0
3,5,,,272,2,1,internet,1,0,62.40.32.40,8080,,,0.0.0.0,0.0.0.0,http://mmsc.mms.o2.ie:8002,0,0,TRUE,TRUE,0
eir Data,5,,,272,3,0,data.myeirmobile.ie,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,TRUE,0
eir Data,5,,,272,3,7,data.myeirmobile.ie,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,TRUE,0
eir MMS,5,,,272,3,1,mms.myeirmobile.ie,1,0,10.85.85.85,8799,,,0.0.0.0,0.0.0.0,http://mms.mymeteor.ie,1,0,TRUE,TRUE,0
3,5,,,272,5,0,3ireland.ie,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.um.3ireland.ie:10021/mmsc,0,0,TRUE,FALSE,0
3,5,,,272,5,7,3ireland.ie,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.um.3ireland.ie:10021/mmsc,0,0,TRUE,FALSE,0
3,5,,,272,5,1,3ireland.ie,1,0,mms.3ireland.ie,8799,,,0.0.0.0,0.0.0.0,http://mms.um.3ireland.ie:10021/mmsc,0,0,TRUE,FALSE,0
Tesco,5,gid,0A,272,11,0,tescomobile.liffeytelecom.com,1,0,,,,,0.0.0.0,0.0.0.0,http://mmc1/servlets/mms,0,0,TRUE,FALSE,0
Tesco,5,gid,0A,272,11,7,tescomobile.liffeytelecom.com,1,0,,,,,0.0.0.0,0.0.0.0,http://mmc1/servlets/mms,0,0,TRUE,FALSE,0
Tesco,5,gid,0A,272,11,1,tescomobile.liffeytelecom.com,1,0,10.1.11.19,8080,,,0.0.0.0,0.0.0.0,http://mmc1/servlets/mms,0,0,TRUE,FALSE,0
Siminn Internet,5,,,274,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Siminn Internet,5,,,274,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Siminn MMS,5,,,274,1,1,mms.simi.is,1,0,213.167.138.200,8080,,,0.0.0.0,0.0.0.0,http://mms.simi.is/servlets/mms,0,0,TRUE,FALSE,0
Vodafone Internet,5,,,274,2,0,gprs.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone Internet,5,,,274,2,7,gprs.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone Internet,5,,,274,2,8,gprs.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone MMS,5,,,274,2,1,mms.gprs.is,1,0,10.22.0.10,8080,,,0.0.0.0,0.0.0.0,http://mmsc.vodafone.is,0,0,TRUE,FALSE,0
Vodafone Internet,5,,,274,3,0,gprs.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone Internet,5,,,274,3,7,gprs.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone MMS,5,,,274,3,1,mms.gprs.is,1,0,10.22.0.10,8080,,,0.0.0.0,0.0.0.0,http://mmsc.vodafone.is,0,0,TRUE,FALSE,0
IMC Internet,5,,,274,4,0,gprs.imc.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
IMC Internet,5,,,274,4,7,gprs.imc.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
IMC MMS,5,,,274,4,1,mms.imc.is,1,0,192.168.2.246,8080,,,0.0.0.0,0.0.0.0,http://192.168.002.246/MMSC/MM1.cgi,0,0,TRUE,FALSE,0
MMS Nova,5,,,274,11,1,mms.nova.is,1,0,10.10.2.60,8080,,,0.0.0.0,0.0.0.0,http://mmsc.nova.is,0,0,TRUE,FALSE,0
Net Nova,5,,,274,11,0,net.nova.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Net Nova,5,,,274,11,7,net.nova.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tal Internet,5,,,274,12,0,internet.tal.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tal Internet,5,,,274,12,7,internet.tal.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tal MMS,5,,,274,12,1,mms.tal.is,1,0,213.167.138.210,8080,,,0.0.0.0,0.0.0.0,http://mms.tal.is/servlets/mms,0,0,TRUE,FALSE,0
Vodafone MT,5,,,278,1,0,internet,1,0,,,internet,internet,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone MT,5,,,278,1,7,internet,1,0,,,internet,internet,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone MT,5,,,278,1,8,internet,1,0,,,internet,internet,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone MT-MMS,5,,,278,1,1,mms.vodafone.com.mt,1,0,10.12.0.3,8080,,,0.0.0.0,0.0.0.0,http://mms.vodafone.com.mt/servlets/mms,0,0,TRUE,FALSE,0
CYTA,5,,,280,1,0,cytamobile,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.cyta.com.cy,0,0,TRUE,FALSE,0
CYTA,5,,,280,1,7,cytamobile,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.cyta.com.cy,0,0,TRUE,FALSE,0
CYTA,5,,,280,1,1,cytamobile,1,0,212.31.96.161,8080,,,0.0.0.0,0.0.0.0,http://mmsc.cyta.com.cy,0,0,TRUE,FALSE,0
MTN MMS,5,,,280,10,1,mms,1,0,172.24.97.1,3130,mms,mms,0.0.0.0,0.0.0.0,http://mms.mtn.com.cy/mmsc,0,0,TRUE,FALSE,0
MTN Internet,5,,,280,10,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MTN Internet,5,,,280,10,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
A1,5,,,284,1,0,internet.a1.bg,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
A1,5,,,284,1,7,internet.a1.bg,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
A1 MMS,5,,,284,1,1,mms.a1.bg,1,0,10.150.0.33,8080,,,0.0.0.0,0.0.0.0,http://mmsc,0,0,TRUE,FALSE,0
VIVACOM Internet,5,,,284,3,0,internet.vivacom.bg,1,0,,,vivacom,vivacom,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
VIVACOM Internet,5,,,284,3,7,internet.vivacom.bg,1,0,,,vivacom,vivacom,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Vivacom MMS,5,,,284,3,1,mms.vivacom.bg,1,0,192.168.123.123,8080,mms,mms,0.0.0.0,0.0.0.0,http://mmsc.vivacom.bg,1,0,TRUE,FALSE,0
Telenor Internet,5,,,284,5,0,telenorbg,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor Internet,5,,,284,5,7,telenorbg,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor MMS,5,,,284,5,1,mms,1,0,192.168.87.11,8004,mms,,0.0.0.0,0.0.0.0,http://mmsc,1,0,TRUE,FALSE,0
bulsatcom,5,,,284,11,0,bulsat.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
bulsatcom,5,,,284,11,7,bulsat.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MAX TELECOM,5,,,284,13,0,apn.maxtelecom.bg,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MAX TELECOM,5,,,284,13,7,apn.maxtelecom.bg,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TURKCELL INTERNET,5,,,286,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TURKCELL INTERNET,5,,,286,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TURKCELL MMS,5,,,286,1,1,mms,1,0,212.252.169.217,8080,mms,mms,0.0.0.0,0.0.0.0,http://mms.turkcell.com.tr/servlets/mms,1,0,TRUE,FALSE,0
Vodafone internet,5,,,286,2,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Vodafone internet,5,,,286,2,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Vodafone MMS,5,,,286,2,1,mms,1,0,217.31.233.18,9401,vodafone,vodafone,0.0.0.0,0.0.0.0,http://217.31.233.18:6001/MM1Servlet,1,0,TRUE,FALSE,0
AVEA INTERNET,5,,,286,3,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
AVEA INTERNET,5,,,286,3,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
AVEA MMS,5,,,286,3,1,mms,1,0,213.161.151.201,8080,mms,mms,0.0.0.0,0.0.0.0,http://mms.avea.com.tr/servlets/mms,1,0,TRUE,FALSE,0
Tele Internet,5,,,290,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tele Internet,5,,,290,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tele MMS,5,,,290,1,1,mms,1,0,10.112.222.37,8080,,,0.0.0.0,0.0.0.0,http://mms.tele.gl/mms/wapenc,0,0,TRUE,FALSE,0
Si.mobil GPRS,5,,,293,40,0,internet.simobil.si,1,0,,,simobil,internet,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Si.mobil GPRS,5,,,293,40,7,internet.simobil.si,1,0,,,simobil,internet,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Si.mobil MMS,5,,,293,40,1,mms.simobil.si,1,0,80.95.224.46,9201,simobil,internet,0.0.0.0,0.0.0.0,http://mmc/,1,0,TRUE,FALSE,0
Mobilni Internet,5,,,293,41,0,internet,1,0,,,mobitel,internet,0.0.0.0,0.0.0.0,http://mms.telekom.si,0,0,TRUE,FALSE,0
Mobilni Internet,5,,,293,41,7,internet,1,0,,,mobitel,internet,0.0.0.0,0.0.0.0,http://mms.telekom.si,0,0,TRUE,FALSE,0
Mobilni Internet,5,,,293,41,1,internet,1,0,213.229.249.40,8080,mobitel,internet,0.0.0.0,0.0.0.0,http://mms.telekom.si,0,0,TRUE,FALSE,0
T2,5,,,293,64,0,internet.t-2.net,1,0,,,,,0.0.0.0,0.0.0.0,http://www.mms.t-2.net:8002,0,0,TRUE,FALSE,0
